,Profit
34612,51.48
31023,57.24
17561,38.145
40628,-13.206
2582,22.4196
10127,8.58
25960,24.3
34062,25.644
7677,79.68
20403,51.72
24929,0.2
14711,87.7578
7568,-890.178
25180,27.915
16929,4.1652
32462,-40.2948
24749,10.0772
9312,1.46
27047,39.55
15532,28.0876
43344,9.18
18461,-152.736
44104,0.48
25353,2.82
8481,602.85
36344,-15.3072
31978,-26.472
11749,109.008
38501,30.72
19231,-29.124
26995,5.625
18002,-276.012
40561,-15.264
15499,212.01
12082,73.02
11225,64.68
41038,6.48
10981,1.9224
1534,114.779
34162,2.16
47204,-22.8
43710,-25.088
13242,37.6
9266,53.196
24681,0.57
16169,25.38
17972,-4.568
15936,-436.08
48396,0.8856
48736,2.4192
6994,93.846
42454,1.176
1139,-189.456
48090,-9.216
25166,-152.312
10089,29.55
37724,27.0
44759,8.19
3618,24.3
22062,16.62
23593,10.0116
5841,12.6
43113,7.3834
962,195.285
47740,10.56
23469,4.116
40415,3.9032
39502,-5.3844
1975,899.1
47186,5.4
43960,4.8
38254,-36.9936
44304,1.3416
36979,-14.528
37368,-161.112
49330,-7.665
32062,8.7
8939,11.36
8193,2.7956
22712,169.68
23865,8.82
16196,204.9
5055,23.4
35301,42.24
8020,246.852
29136,28.88
41928,-9.48
25504,4.11
43191,21.42
2762,64.02
29350,18.0
17930,20.52
33907,-43.524
48879,2.01
32660,8.22
40758,29.9
16426,-104.849
17901,187.68
45127,0.72
10533,-5.466
24456,59.6
47085,13.68
16957,-54.936
23825,26.4
33058,15.18
35687,-47.166
23074,-7.272
15760,32.9817
6529,-36.288
1417,185.85
47230,1.86
40816,19.77
38721,76.59
19487,-8.16
19442,10.74
29230,24.12
21407,26.28
38167,-2.476
6322,0.9
29788,9.0
28403,29.1
28372,6.96
1486,518.76
17782,143.082
29688,22.2264
2111,259.02
44140,-10.8
38998,-108.978
13069,-136.444
11619,-211.728
27677,1.2
3131,-133.632
913,6.66
28075,-1.3338
20123,18.9
28329,66.6
27501,8.4
34847,-34.965
42890,7.92
26503,0.0
47399,-40.302
27492,5.6644
49648,-0.8558
16095,28.8
24407,84.06
29266,32.4
4082,628.037
1331,239.906
11761,112.32
45736,5.208
46641,5.98
40063,-3.3246
30036,33.96
13609,0.0
23344,-31.908
16274,212.706
20483,24.03
14145,278.37
25501,23.0864
33901,0.1512
24588,28.17
9712,7.9
18083,114.3
20170,0.0
44727,8.58
7427,2476.44
47454,-24.876
45934,5.67
4199,-258.502
38146,21.888
13301,157.74
36040,29.28
7234,68.1
33133,1.158
46452,16.88
16811,29.7024
27029,-16.2846
17222,158.752
46493,10.7912
10504,0.0
27149,59.4
36906,-41.688
18906,18.66
28318,7.1
24787,9.72
34843,-19.8
6887,13.32
6413,-4.041
18457,-35.8176
27239,48.48
25970,-119.46
630,63.984
23768,2.64
2276,5.55
41289,2.3814
31483,3.42
39879,20.58
7984,-3.6288
4272,117.432
6,25.134
2145,-0.032
7401,8.616
43941,-11.916
11972,7.29
1699,1163.88
37499,4.68
26235,39.0
18622,0.0
32803,26.5824
22952,5.16
9932,14.88
15204,-20.4352
16332,314.842
25248,-18.5304
18858,387.568
6132,44.079
18057,4.65
40824,-34.758
20356,10.08
25624,-107.993
3455,3.08
16124,1.904
2735,24.0
46195,27.4
8385,-38.256
10824,45.69
3214,413.04
23001,38.25
26967,91.38
41297,6.192
19976,38.52
46884,2.2
18126,42.24
1721,13.984
7613,50.805
6156,9.36
5990,-775.376
26358,65.25
22041,-192.047
43066,6.84
49401,2.7072
2094,-445.113
26647,54.6912
1864,-1665.05
7800,2.224
9141,575.46
41309,5.8604
23713,55.24
30879,6.72
23712,-59.0569
32874,-20.598
10723,-4.8
48651,4.77
1402,1.84
536,17.4064
5822,1379.98
6072,50.3988
44928,-21.09
24666,41.4
9985,-3.978
47600,4.65
8145,-8.1
42872,7.8
1993,4.3176
23811,-196.188
11504,10.52
10351,395.352
6484,-85.764
5377,123.591
2399,282.516
30325,3.72
6585,27.9108
34741,-2.796
33476,96.2507
43538,12.264
43788,8.694
39388,-43.848
45998,10.8
7780,-77.04
2298,1.26
25324,85.5
45816,-6.48
27537,73.8
4265,10.35
24367,116.069
13238,-94.86
38535,2.5056
4165,88.271
28384,4.8
16297,10.11
30050,-60.585
1956,2.52
16421,33.66
43087,19.41
28035,4.8
1731,944.987
9798,10.44
23008,6.12
48311,0.6672
45180,5.16
36844,9.3228
40877,12.396
25042,236.52
25309,18.78
45748,-37.023
12659,4.32
40306,28.32
27580,101.64
16841,93.44
24601,19.96
22182,123.72
44284,14.76
6965,27.36
11028,70.56
39125,33.76
9084,-104.956
19353,30.54
30863,-17.0274
9846,20.37
35084,15.984
17498,10.64
37866,11.7488
40443,3.2
37451,-241.812
1166,8.7
49504,0.9576
14697,15.36
40829,3.24
26359,0.66
7964,-21.052
40588,15.5204
26444,41.697
21835,-52.7535
17524,81.1314
22633,-238.68
31142,35.043
6888,332.288
29864,4.3254
2269,24.72
9246,30.6
37968,42.3
2445,19.8
37476,6.0382
47545,3.185
36578,14.14
24429,-77.28
21092,61.02
12037,-4.368
31961,-12.404
24551,18.54
5407,6.228
2348,3.51
25998,1.6
21790,1.17
38095,9.09
33190,5.68
11868,94.77
31924,55.62
9025,42.72
6056,56.352
11072,6.304
42886,15.68
27495,66.87
30849,0.0
32858,29.52
29999,6.9822
40014,9.96
21127,82.3
7560,80.04
44128,-11.64
19587,-40.26
1788,0.72
48141,5.8604
892,552.44
20973,45.7657
48082,2.94
44497,4.58
31780,9.5796
20885,8.013
47823,0.7152
430,-264.921
44930,-4.656
41808,-0.048
32351,-21.888
27283,113.58
18521,0.18
20083,22.76
33818,1.016
1616,-113.364
2864,79.5
252,0.0
7624,3.36
27440,56.7864
676,886.68
30296,12.7728
15259,5.3116
44485,-18.5589
8592,-26.784
49551,2.904
1670,-19.6425
42634,0.3
20496,-10.413
17366,130.62
2644,0.0
29096,-63.54
32912,-88.2426
32203,53.07
10636,61.947
47962,6.75
13734,2.34
23374,119.13
20631,-8.442
20272,-425.124
25716,-10.032
35539,-30.432
35788,23.72
35324,-111.168
40642,-0.798
39237,3.6432
47766,22.77
46363,-9.68
11911,10.71
14828,59.84
24339,0.6138
14421,17.91
14794,5.952
20988,5.4
19671,59.76
39360,37.32
9931,949.2
25329,-52.26
18896,-13.6312
37486,20.64
16918,-5.1345
40324,20.04
22982,12.672
46398,3.813
20568,26.73
43496,-153.6
1053,1.56
23967,-325.875
866,511.52
1974,0.6
47912,-17.164
4071,614.7
15821,7.35
18885,71.5005
7497,2.64
38731,23.301
34358,-15.6975
30485,15.264
45868,8.0997
8525,142.08
17827,38.52
5734,-10.128
39437,-6.408
10240,28.3479
39432,8.28
23892,19.0848
16071,11.4
12815,0.0
31233,17.5
43057,5.94
44274,13.86
19516,8.04
26317,6.6
24697,144.96
47322,0.7065
32205,5.64
29447,26.1156
21070,151.52
43611,18.76
38442,-10.86
30769,22.08
30500,-8.88
18304,85.59
22329,-699.78
532,593.91
27080,18.0
686,49.58
47622,1.728
16680,76.0878
33148,45.36
31421,0.0
6434,9.6712
33602,50.2398
37969,11.88
21713,3.8
11993,200.43
624,12.04
23680,81.6
22295,28.14
46082,1.1466
10587,25.38
49093,2.16
36810,10.134
46837,3.42
928,222.72
47356,3.852
3673,4.344
30709,11.148
24632,124.1
34463,24.48
20822,-10.096
5537,64.845
27984,-34.641
19607,28.32
499,1424.85
15845,-34.0722
24062,5.0196
13022,-31.48
17928,71.1
20570,39.357
5954,0.84
19645,27.3
45981,-23.688
1673,-44.0475
44376,-47.04
35394,17.619
30824,22.7103
42488,-28.992
48473,1.024
45045,6.5052
29681,36.2556
19240,27.756
30714,27.28
41021,-3.234
40170,19.656
42854,12.09
23441,54.215
31056,13.26
24103,-372.6
7844,22.356
46003,2.4
40352,27.54
42683,-33.3
42773,18.4632
44398,8.2848
41923,9.92
9057,-8.22
18862,0.0
47136,15.69
16981,66.1451
41699,0.44
33354,5.4
12573,102.56
49451,-28.686
27558,3.78
40286,22.71
12896,60.356
30272,-37.44
28565,-1.932
44423,6.3
9384,-24.84
47366,8.4888
15135,-82.095
2467,-2.7552
31387,49.35
261,7.44
26484,-3.36
22985,3.24
46032,2.85
31907,73.32
40423,-7.842
44529,9.616
20401,63.68
41527,30.0957
16948,16.02
45329,11.88
14500,6.5975
29678,28.98
33864,28.9
37737,-75.798
28434,41.52
7063,13.68
22019,22.8
42357,-142.512
38605,-20.16
45729,-3.168
31991,16.05
39697,3.6288
45234,9.3564
33198,15.0
45346,-88.641
33145,38.28
8858,7.029
5854,526.089
21877,107.148
40833,-6.33
17940,-40.68
43836,0.12
31756,0.63
27756,85.44
16776,-141.414
7525,11.4296
7360,50.4
41118,0.0
38126,12.7008
17004,64.92
31173,60.06
38042,41.4
1033,16.47
593,361.44
47354,51.72
9955,17.16
19908,8.208
19437,1.8
46395,11.7
18145,12.06
14748,69.786
12431,10.26
24360,29.88
19075,22.0
29967,25.8129
42366,-3.45
45212,27.6
8844,-9.594
8578,182.55
7916,107.802
44731,-19.008
2916,73.29
5604,6.0
43687,10.26
1291,854.28
45859,-0.224
4766,-29.07
37559,20.52
33485,47.52
873,-96.255
8230,-185.557
14013,178.543
4537,412.74
36629,-1.1424
1819,19.44
41317,16.08
19303,162.81
46561,30.0
17173,117.18
2022,756.872
25050,28.698
14174,1.368
23701,55.56
44381,6.6
47389,7.6
25971,-6.768
34814,1.54
24056,146.52
9561,23.52
13573,12.6
47879,4.752
49372,3.4496
25403,-52.2367
1928,928.44
43250,7.98
6946,164.88
14875,45.8064
16295,15.3
32388,29.76
18142,-14.484
30928,-36.904
27976,15.84
12591,3.668
6433,86.202
29319,48.8064
21363,84.399
45128,-23.3847
16276,-25.938
1661,-15.4188
43031,7.36
47196,4.756
3734,-176.769
28418,0.1512
47974,0.57
34222,39.62
2549,180.64
42237,-13.58
36170,3.96
4104,65.88
5068,33.0
15411,2.8196
24872,10.906
47795,-36.984
46296,7.281
16620,128.97
14475,39.468
8919,-18.5913
24870,143.97
22605,12.36
4981,238.653
10941,-110.29
17795,-0.648
47654,1.551
28729,11.898
16266,10.86
10171,1.5
9324,122.16
25542,35.838
37714,12.9
14036,35.9
48417,4.26
35429,54.297
14238,150.15
38533,4.1031
4785,18.96
26678,21.7515
43992,-18.855
18127,96.18
48312,5.7568
28614,3.9
34894,8.1882
34197,-11.718
8971,-1869.88
45887,18.8732
29076,28.5
6178,29.8802
584,594.72
47505,-2.562
5326,76.0116
12619,3.6288
28577,0.36
17998,-10.26
48308,-7.3255
31091,28.42
30156,-27.765
14200,17.844
28941,7.2
423,25.398
49544,-1.656
9826,14.3424
49627,-1.764
9284,511.08
35253,-44.58
41901,-5.0283
34238,4.92
5747,58.7916
4741,279.36
21603,20.79
8564,759.264
12915,101.43
13871,104.951
250,536.46
17871,64.374
32136,3.36
32070,80.19
31002,-125.01
32446,22.14
19001,-8.55
38,19.68
38470,-2.274
2692,301.466
17979,-208.53
34922,169.332
2255,2.73
22330,-137.616
39186,5.52
21010,5.46
20404,54.0
25264,-2.3142
47341,17.3148
33413,9.3444
20082,61.0736
45391,1.26
13420,13.44
45646,4.1148
42717,24.2256
18027,22.26
40852,-54.162
30934,64.98
46501,7.554
505,3.51
26983,9.24
39180,-123.744
49257,1.652
1100,119.2
21749,63.27
37471,10.08
34632,176.515
35521,5.28
28528,-251.028
30012,-5.028
20525,-42.624
29933,39.39
19378,29.95
39918,8.6436
24444,69.9345
26874,55.8
22858,68.16
5382,-3.6
9679,37.92
37984,76.56
7142,-0.024
11872,9.837
45393,2.16
21898,-6.48
19714,0.0
17471,103.68
32636,-23.68
6925,102.5
6431,10.554
33162,-10.3635
5925,36.945
16501,41.04
8241,110.34
14543,4.96
1430,333.048
42487,-9.54
27554,8.983
44469,4.4352
28848,22.08
41229,4.7712
22651,7.506
26625,37.2
621,10.96
40449,-31.512
43025,-49.158
33693,2.88
30446,23.22
36267,-0.3
21789,23.28
25336,3.42
13373,1.98
13920,0.0
40653,57.0
7893,-19.164
12514,14.76
24445,18.48
35708,40.68
748,7.44
32952,19.755
217,0.7398
17726,126.321
20261,-34.3212
45013,1.98
36205,34.98
26106,128.16
38168,-12.285
8257,-48.916
14148,1.4456
34259,56.646
7220,-10.3647
43160,-34.128
12761,137.52
21794,16.98
27963,12.06
48258,-22.0416
16072,11.865
18399,181.992
21203,3.14
19253,16.608
31869,7.7
8780,39.96
14400,4.4564
7201,4.92
2943,214.368
17652,55.28
2616,2.58
8920,-19.0512
26892,8.76
44982,19.62
46754,-52.632
15952,34.98
36786,-15.7008
40141,-45.8273
48842,-16.68
5923,0.7938
1859,75.12
48039,3.4048
16890,23.7684
31504,-6.504
25724,53.76
46287,-51.282
31771,36.06
6536,121.99
41487,7.86
35350,-1.512
47950,2.64
40746,7.0227
15815,30.5088
5697,386.835
39724,11.151
23931,23.4
14861,135.98
38318,-0.7623
35125,14.4
4152,169.05
28159,9.396
46060,13.32
15614,-9.7972
14068,26.328
38154,-31.884
2603,592.79
48691,1.98
8909,7.2576
25265,-25.9722
11667,69.64
37937,-12.936
34819,13.2
34942,-6.516
16764,3.5752
22142,30.372
21396,89.91
27338,86.76
15280,11.85
34411,12.225
25285,-29.244
1850,553.39
12708,49.23
18418,4.23
42609,6.18
39836,-32.208
32887,3.3
12350,6.98
41557,1.6416
35404,43.92
26048,67.2742
39623,6.3
20207,225.9
10280,156.45
30074,24.96
11235,249.91
42591,8.76
29035,178.56
30673,27.72
43038,25.2
10577,29.34
21052,-46.2672
49147,2.19
17641,-538.332
39545,-24.138
13732,81.2646
28219,28.35
31532,71.928
47256,5.25
9621,121.77
17663,0.9
25678,-34.888
33589,25.6
7229,235.68
46491,5.434
7270,11.34
15033,18.06
17203,10.26
38074,23.0864
19104,2.97
37277,20.88
16243,93.2232
33969,-25.9136
32411,79.14
41687,8.7
10064,10.98
9126,2.7585
9289,-216.72
29501,23.5564
40492,4.02
20149,8.184
11270,18.8
16604,29.43
34271,-86.88
42853,7.08
11342,61.95
25895,15.6978
6196,33.48
12932,45.6
17364,20.7312
12555,38.28
14192,40.8
10099,-2.265
42795,2.4
25164,10.2
29027,-6.705
19127,17.99
48571,3.84
1227,304.7
17455,86.68
34173,6.0
36698,31.92
22969,-12.5103
45296,0.9
35449,19.74
11032,11.46
5080,29.58
1183,3.456
27168,11.94
279,-0.054
36826,22.86
17378,14.7546
28705,16.92
20479,87.864
31684,57.03
10477,27.63
32757,27.09
17746,-33.792
28186,0.0
29634,5.55
2830,551.976
16031,17.28
18198,97.2
35038,21.03
44271,20.52
20275,-4.77
41062,6.4864
45930,2.624
3693,229.32
35589,-22.44
1400,-18.18
6892,-0.189
29526,-12.8784
33247,29.22
3916,357.0
6975,54.9504
46799,10.86
27087,-0.9
32508,-1.239
41514,-3.12
2730,8.658
19962,42.0186
46350,-20.298
5411,0.0
3640,-4.8978
36862,32.46
36441,41.934
9693,185.7
22938,40.59
4277,49.0104
23657,5.85
46745,-6.822
17204,-2.664
32242,18.18
6311,10.74
33632,2.1684
23927,1.11
36898,4.476
44599,2.5146
39326,30.81
41404,-12.018
45279,10.26
2181,509.86
10054,-30.57
26653,37.8
10802,9.036
26457,16.2
41007,4.761
33207,-20.8935
12913,10.02
46701,6.924
32558,-8.352
1165,2.32
13048,6.12
20438,4.08
4157,157.05
35945,-43.7292
9758,196.38
42393,11.82
19839,18.27
23771,6.36
1952,-51.72
8648,234.645
43193,4.98
18107,20.16
35271,22.2
29490,-31.806
19244,16.02
30852,4.86
9592,148.8
39392,16.05
6390,-19.59
6650,-26.739
27016,2.4
21453,-22.272
29640,83.31
7646,406.715
19820,2.46
37942,11.88
23837,-16.944
47940,2.73
40208,-3.1695
29249,163.5
12335,-18.66
36272,-106.944
28283,31.984
48089,14.0
26263,21.6
49540,4.0098
14128,9.4788
28297,4.1148
7852,45.1395
27178,0.987
12157,-101.97
34428,15.52
17867,131.82
7180,6.27
16707,-10.164
9189,49.8042
3105,0.363
22303,38.15
43637,14.22
10742,19.2
28897,0.0
15207,-27.792
48734,2.8912
33372,13.16
14960,75.18
2331,34.08
16542,-17.388
8692,19.5858
46673,7.6
579,484.224
27090,0.0
39473,-9.7353
44612,6.4
23115,216.6
31811,23.49
37193,10.236
29182,51.6
18124,154.14
35830,-17.91
44820,23.22
15541,93.33
23789,153.06
25609,0.99
5994,4.1328
20790,3.87
26692,25.4016
12947,-14.592
1317,7.875
30729,-35.6174
43943,-26.22
18239,60.64
31219,-394.259
10407,314.99
8528,5.88
17840,489.984
22764,5.26
46742,4.41
18597,36.486
18528,14.76
28392,9.63
36559,24.744
17160,18.9
17737,5.01
8537,32.46
28587,4.914
26929,8.5544
17612,-35.672
4180,236.67
48639,6.16
34513,4.98
23048,6.6
46108,-38.1114
19543,-2.8719
42423,-12.6864
13650,338.76
3115,-1.818
36299,-75.904
14522,56.46
16954,8.64
4422,311.652
34466,7.59
11209,157.426
34802,10.2
49051,-2.0622
49658,9.03
47200,3.9
43321,9.78
37282,10.242
32051,45.36
2150,-31.843
17922,0.39
30396,24.2012
30655,18.78
9403,21.12
14880,20.07
36614,-9.066
41264,8.3868
3843,61.4
11846,4.9728
48318,5.6644
1271,99.6552
25861,-127.764
9848,42.75
10210,69.66
2069,-2.184
16320,41.94
9026,15.12
28063,30.72
5875,-88.125
23363,93.6
19036,100.08
36103,-40.104
29246,24.78
19901,4.77
19443,3.12
5115,75.996
47803,-42.4638
16785,13.64
25819,-137.295
2731,82.8
44079,1.4406
5541,-24.928
42757,9.3
12010,26.82
20767,55.17
16026,6.715
34526,16.848
47869,2.88
30983,12.72
15956,138.87
27776,-7.368
42248,27.75
25026,89.3739
32846,85.32
1503,260.82
43965,-19.704
27379,0.0
902,8.9985
42040,11.5536
21569,1.24
39953,3.9
8409,12.66
24701,-11.844
20718,52.734
44576,35.8
647,208.62
11762,95.04
9011,66.084
38682,13.86
42114,-20.6208
22654,50.04
26383,-1.233
19832,66.48
17363,2.299
11605,3.12
30082,7.96
19080,70.68
16870,0.24
10166,119.49
30463,-7.614
31043,9.78
38293,10.35
46991,-17.61
29977,126.99
2544,126.336
6839,195.57
5855,580.539
48026,4.4352
17510,129.336
16228,80.04
43641,31.47
46253,2.19
13120,4.65
45627,2.401
21165,-129.54
14164,225.396
26254,53.76
22169,33.0
6415,46.122
42822,3.1104
41655,18.6624
24693,38.08
171,16.7875
22914,-86.064
30893,21.204
12184,72.54
45160,6.18
36017,56.5264
12986,40.32
39231,7.84
31985,-126.859
46199,9.21
8786,170.7
28741,0.45
32228,24.78
35347,52.38
30913,3.168
15673,24.7275
44550,-7.416
20726,-4.128
32802,55.845
14403,38.024
29874,31.05
2680,2.274
36992,32.94
10123,7.92
27508,45.504
47093,14.67
32659,17.85
7431,10.3473
14381,5.22
35337,21.2
317,131.82
45185,9.0
28785,15.4
48395,4.914
4896,-0.162
4564,-43.548
24461,-58.716
30601,-27.1296
40776,38.55
30855,-68.328
7149,252.9
5718,41.76
46929,6.36
47370,2.502
18129,-37.74
42227,-23.604
1912,-27.78
45146,15.9446
21110,-116.226
15465,-58.596
14632,33.996
13182,55.512
18586,-167.986
5205,39.24
18806,5.973
12353,170.235
12971,4.32
38424,-13.44
41491,4.62
44431,4.9878
14100,1.56
36167,0.36
34803,0.18
26740,32.736
14898,-136.49
45318,7.2576
13745,177.589
7976,6.18
37864,43.92
9478,84.5982
33655,8.1
15731,87.657
1681,53.46
13130,212.04
32595,6.768
2279,-5.856
35244,85.8
32288,24.22
11100,238.44
21490,2.88
18044,205.725
33119,32.64
46235,9.1938
41254,0.24
46354,-21.69
48202,-2.5248
14125,58.02
28200,10.35
521,792.269
19269,-200.24
11638,62.9143
32059,40.26
20348,6.72
5657,8.9544
11297,130.14
32882,-76.275
12892,29.88
734,4.1787
4241,-52.6582
16176,110.96
29606,5.28
25850,20.52
39415,35.76
29710,22.2
8194,-17.4588
29343,20.04
42960,18.06
12377,213.12
20366,143.16
27003,4.32
46347,7.05
20038,7.7832
39804,6.792
11153,1.08
22996,28.62
27031,27.864
40,622.02
3029,162.96
35952,15.03
42665,2.048
32166,-6.39
26066,33.042
18709,-43.736
34331,56.264
46722,14.2
22348,24.0242
21115,-63.396
30745,0.0
14889,9.84
19052,17.7
24651,4.41
25224,9.36
11863,8.55
3946,9.72
25450,-1.53
9093,224.58
46619,3.96
18828,13.2
18339,-77.664
20506,1.456
34876,3.21
25961,0.0
33327,-66.24
39975,4.92
11682,-165.984
7100,317.16
16594,-152.448
1045,265.44
30110,16.3352
31493,74.52
13356,-32.76
27822,23.49
6202,299.28
27362,8.28
12313,-169.728
38476,5.64
18810,6.93
32146,70.44
18149,21.45
16573,13.5356
25937,31.6
6184,6.84
5360,0.0
42231,10.86
7264,16.3842
17725,42.496
4503,5.643
2362,534.4
44986,0.5097
8370,403.47
30397,38.532
11713,0.0
45982,5.84
42188,0.936
34726,61.95
27903,4.96
16825,79.2
40265,18.645
29727,34.26
46629,-31.728
29380,43.84
2817,2.457
15118,19.35
12692,143.76
1583,-57.435
35848,-0.568
36248,1.5
24541,10.74
28568,-65.508
3619,34.23
3900,441.72
31617,-2.484
20267,30.48
11208,62.88
37115,-126.072
30427,30.4362
9366,128.2
6927,28.29
38704,6.074
25531,132.59
70,311.85
2965,-0.336
43049,1.5
30375,6.84
16379,4.23
25809,0.12
5139,24.36
44095,6.84
11402,311.49
5342,18.54
9006,29.3877
17571,-0.555
15982,232.92
31579,3.36
409,747.612
28815,53.7504
47848,-29.871
42450,7.7035
1680,59.82
47184,3.48
46229,10.32
1490,309.78
33851,7.9662
46686,14.8
28790,-83.088
8239,0.99
9061,13.8
33951,-5.1
48145,-6.723
6432,139.776
10520,-59.562
17351,6.4206
38685,-20.376
19031,-48.168
30145,93.36
44110,1.71
30506,13.7862
48839,-11.535
23961,20.4
32867,-1.344
14545,-40.26
4518,652.95
4730,-147.963
214,10.584
17239,164.7
47583,-21.093
19085,7.84
40685,-20.6724
6166,6.42
19433,18.45
3594,720.75
10675,33.9
21104,0.6
26575,109.92
42873,21.036
15466,22.44
32831,58.338
47586,0.24
32340,54.81
31064,-0.68
41985,3.4
14299,-1.458
7565,-0.03
44399,7.74
5199,38.784
17757,-33.04
15142,19.71
3933,0.96
6978,5.46
989,159.6
36542,23.64
16111,26.16
6267,58.5
20665,16.4
5003,19.98
14165,-30.834
7955,2.245
15286,233.8
48062,7.644
12248,67.608
29514,-22.24
17240,125.46
35736,18.0648
23615,-1.0647
33626,59.92
18587,-36.9544
9667,22.1184
11921,-195.456
30909,36.36
18659,3.104
32537,30.656
24023,-24.99
5517,36.9502
26318,57.24
22818,7.2
31872,-22.728
4207,0.0
12147,25.875
36772,3.48
33331,32.76
42029,1.05
13645,139.98
4419,-31.524
32865,36.72
1829,730.26
37788,26.64
19232,47.28
4630,107.16
16731,-45.4656
38800,3.9
26438,21.54
12285,-6.848
3818,14.16
35218,75.6
21210,22.74
8931,14.1694
25942,-102.78
42497,3.72
15962,21.0
40519,29.22
39872,1.672
21089,90.735
28826,-141.488
15970,26.73
46906,6.75
38386,45.24
3462,-12.09
40853,-1.902
40453,22.76
7217,-10.674
46814,0.3399
13058,13.4
5478,-437.273
35587,6.0
19879,-109.35
19827,15.66
7817,14.1728
24962,13.38
8812,6.42
26923,28.5
25903,20.55
24317,34.08
7033,12.7008
27502,8.2
22237,-83.436
37444,-45.9018
7267,13.68
34914,9.18
27827,54.234
46518,1.12
29949,-6.696
31607,0.0
39253,-7.008
13964,10.9368
23651,-4.2012
47579,6.6
2907,110.76
49527,-0.99
21489,-95.202
3482,85.2475
5677,3.2214
22229,110.52
29415,-111.2
26725,0.0
26994,-16.398
25944,19.14
14203,8.733
23063,202.86
13625,64.14
31882,17.982
32667,51.7812
42889,190.08
32945,6.18
12903,-148.295
13426,9.8
38594,1.032
47264,3.21
15219,-6.7275
37015,-12.117
25918,12.12
2104,32.64
24165,15.78
24319,11.4
45327,-36.018
2007,78.6508
40942,4.3372
1707,50.4
13637,9.54
29638,4.05
8200,17.49
10202,46.662
7262,-553.648
24645,-16.096
14976,11.52
21674,-13.433
3923,251.711
2344,123.69
38072,6.42
22193,25.8
47561,0.2
42586,-35.2512
21880,-41.262
20580,41.85
40725,5.28
37187,-47.412
17897,-203.796
35718,54.42
15699,7.049
12058,-129.99
29675,7.9248
7064,43.8
6541,100.196
32662,28.35
49351,-6.312
43724,3.96
3861,15.66
25386,-773.838
38932,17.94
41304,30.7
6699,371.04
4647,0.6
14731,233.52
45102,-33.027
2457,438.75
46866,-105.966
31779,31.02
3125,2.22
39762,11.34
13713,-101.124
46072,-37.59
27415,-2.349
45689,9.0055
17039,116.55
49379,-2.322
2571,103.068
18396,-50.984
2286,313.262
18377,-64.036
35831,33.21
3609,-38.1
4193,10.44
11487,60.24
38253,-33.312
16134,28.77
45089,-10.22
48286,1.0269
23494,-33.38
22513,-3.008
673,24.36
44961,2.3952
9235,-540.168
13268,9.876
30894,58.005
9410,5.37
30000,233.996
10263,107.722
22430,18.767
24344,1.284
48616,8.2156
31412,3.72
41757,1.4499
32209,22.08
27401,20.6955
9580,219.78
46798,-29.79
16256,3.6
11665,375.943
28257,-11.025
29518,-9.894
46538,11.08
34822,3.36
16690,253.998
48280,10.26
18289,-459.987
40574,-177.228
3611,-8.145
7499,48.36
29544,10.14
2946,-45.3492
18393,-5.7638
15267,-52.74
29005,69.9965
37177,10.98
35787,-7.176
35856,-32.2192
9237,283.005
40861,13.38
9571,140.22
12564,20.07
7,919.971
40694,40.32
4095,40.64
46238,-29.604
46679,1.8704
23388,44.733
33546,-10.524
6969,49.2723
31350,-134.304
34509,-26.8758
38123,5.382
10835,69.48
20406,8.28
23604,24.33
26695,16.98
1962,-84.672
33823,-51.3
22563,2.91
44372,12.54
31363,15.386
7277,26.46
1483,7.44
28816,65.28
39639,3.852
15796,7.71
10369,232.8
15188,87.675
7364,212.188
15278,-3.4272
32068,57.87
5100,373.68
36296,3.78
12993,16.35
36036,3.9
31020,43.92
46597,15.0
14023,22.8
655,444.483
3118,-24.9018
10926,200.076
19609,25.053
17680,38.56
3382,117.72
5457,163.38
34116,31.8
2908,132.3
1895,0.1744
3488,-220.419
28917,-6.174
43577,-56.856
6747,503.316
11042,-36.444
25999,5.52
22280,3.78
11756,0.0
20321,8.0712
45048,-5.526
45380,5.205
19896,3.06
24167,30.06
31635,16.2
11224,38.25
34495,5.6644
49160,-5.94
47022,1.59
19312,113.848
2755,-41.805
9024,171.0
15944,1.08
47000,11.22
26517,18.63
182,3.96
24084,81.1734
24569,0.72
1370,16.668
47449,4.44
40658,-2.5
34880,1.2
25578,-120.294
33668,6.0378
13053,227.82
38776,33.0
46800,1.56
5688,4.8
28608,-12.972
38859,-65.568
36026,-4.248
128,-3.24
34944,-124.662
26146,83.91
46401,7.326
5354,-411.328
42934,-7.3686
37185,-151.794
27173,71.036
13321,0.0
37096,13.6
9225,-81.441
47933,-4.8
27613,38.2
48566,0.36
23479,2.97
4304,213.12
110,12.096
16730,-0.813
27636,4.5
11915,2.88
36471,47.52
2836,83.58
37982,5.0232
1557,266.49
27243,64.14
29262,150.984
34943,-7.854
40999,-91.728
109,14.1
22866,3.12
11948,-916.718
49271,1.668
33619,26.73
10823,0.96
843,-483.3
23337,39.438
37218,14.16
8570,91.32
46194,12.72
20679,1.92
37075,0.4704
12103,41.37
13552,30.564
22533,15.93
22346,1.5
15107,38.52
12933,35.04
47498,2.0388
48719,2.37
10552,-31.4874
37800,30.72
20912,45.6
7540,179.28
11463,138.3
45916,5.9778
36112,2.0358
48825,-8.892
2495,6.468
24096,3.776
6428,7.2
9100,6.48
15296,111.96
31034,-39.972
9354,75.68
41758,10.4284
